TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
4;0;22917;Australia;AU;Pacific;9040;IN;37868;24208;54;S;75001-100000;M;5;Graduate Degree;Management;1;3
75;0;22947;Australia;AU;Pacific;8687;IN;37868;12337;87;S;25001-50000;F;2;Bachelors ;Professional;0;1
58;0;23783;Canada;CA;North America;18553;IN;37868;11421;89;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
4;0;24895;Australia;AU;Pacific;13453;IN;37868;27343;46;M;50001-75000;M;0;Bachelors ;Professional;0;4
21;0;25244;Australia;AU;Pacific;10266;IN;37868;20886;63;S;50001-75000;M;1;Partial College;Skilled Manual;1;1
79;0;26424;Australia;AU;Pacific;11966;IN;37868;27883;44;S;50001-75000;F;0;Bachelors ;Professional;0;4
7;0;26693;Canada;CA;North America;4899;IN;37868;20744;64;M;50001-75000;M;3;Partial College;Professional;1;1
173;0;26898;France;FR;Europe;12591;IN;37868;22448;59;S;0-25000;F;1;Bachelors ;Manual;1;0
30;0;27000;Germany;DE;Europe;18486;IN;37868;26105;49;S;0-25000;F;0;Partial High School;Manual;0;2
25;0;27794;United Kingdom;GB;Europe;12215;IN;37868;12155;87;M;25001-50000;F;1;Graduate Degree;Skilled Manual;1;0
14;0;28939;Australia;AU;Pacific;20141;IN;37868;27318;46;M;75001-100000;M;0;Bachelors ;Professional;0;3
588;1;15556;Canada;CA;North America;18259;IN;37868;22051;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
553;1;16225;Southwest;US;North America;3810;IN;37868;19644;67;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
553;1;16226;Northwest;US;North America;3230;IN;37868;19502;67;M;25001-50000;F;1;Partial College;Clerical;1;1
603;1;21769;Southwest;US;North America;9039;IN;37868;16907;74;S;50001-75000;F;5;Bachelors ;Management;0;3
791;1;24492;Southwest;US;North America;4967;IN;37868;28949;41;S;25001-50000;M;0;High School;Skilled Manual;0;2
2533;1;24534;United Kingdom;GB;Europe;12000;IN;37868;21393;62;M;greater than 100000;F;1;Partial College;Professional;1;2
2443;1;27316;Germany;DE;Europe;2908;IN;37868;17051;74;M;greater than 100000;M;4;Bachelors ;Management;1;1
2419;1;28709;United Kingdom;GB;Europe;7390;IN;37868;18817;69;S;0-25000;F;2;Partial College;Manual;0;1
134;0;11208;Southwest;US;North America;3225;IN;37869;17567;72;M;50001-75000;F;2;Bachelors ;Management;1;0
226;0;11651;Canada;CA;North America;19675;IN;37869;26284;49;M;50001-75000;F;1;Graduate Degree;Professional;1;0
170;0;12753;France;FR;Europe;6420;IN;37869;26073;49;S;25001-50000;M;2;Partial College;Clerical;1;1
116;0;15593;Australia;AU;Pacific;17187;IN;37869;24734;53;M;50001-75000;F;5;Bachelors ;Professional;1;4
119;0;16208;Germany;DE;Europe;3259;IN;37869;26135;49;S;25001-50000;F;2;Partial College;Clerical;1;1
69;0;18593;Northwest;US;North America;10781;IN;37869;23926;55;S;75001-100000;F;3;Bachelors ;Skilled Manual;0;2
113;0;19026;Canada;CA;North America;6477;IN;37869;19304;68;S;50001-75000;M;2;High School;Professional;1;2
69;0;19879;Southwest;US;North America;4746;IN;37869;18400;70;M;50001-75000;M;4;Partial College;Professional;1;1
119;0;20116;Southwest;US;North America;13058;IN;37869;21574;61;M;50001-75000;F;4;Graduate Degree;Skilled Manual;1;0
14;0;20494;Southwest;US;North America;14403;IN;37869;15871;77;M;75001-100000;M;5;Bachelors ;Management;1;2
49;0;21158;Northwest;US;North America;12830;IN;37869;21750;61;S;50001-75000;M;4;Bachelors ;Professional;1;1
98;0;21549;Germany;DE;Europe;7691;IN;37869;17249;73;S;75001-100000;M;3;High School;Management;1;4
69;0;22333;Northwest;US;North America;8401;IN;37869;11548;89;M;25001-50000;F;1;Graduate Degree;Skilled Manual;1;1
71;0;22742;Northwest;US;North America;16318;IN;37869;16595;75;S;25001-50000;M;4;High School;Professional;0;2
27;0;22794;United Kingdom;GB;Europe;12094;IN;37869;21313;62;M;greater than 100000;F;2;Partial College;Professional;1;1
4;0;23442;United Kingdom;GB;Europe;18236;IN;37869;26795;47;S;0-25000;M;0;Partial High School;Manual;0;2
32;0;25181;Northwest;US;North America;14328;IN;37869;22454;59;M;75001-100000;M;4;High School;Professional;1;1
61;0;26739;Australia;AU;Pacific;20447;IN;37869;23509;56;M;50001-75000;M;4;Bachelors ;Professional;1;3
2452;1;20337;Southwest;US;North America;4412;IN;37869;22926;58;M;greater than 100000;M;1;High School;Professional;1;4
600;1;21748;Southwest;US;North America;3773;IN;37869;22944;58;S;50001-75000;M;1;Bachelors ;Professional;0;1
574;1;21942;Northwest;US;North America;10084;IN;37869;21433;62;M;75001-100000;F;5;Graduate Degree;Professional;1;0
574;1;22477;Germany;DE;Europe;5819;IN;37869;24271;54;S;0-25000;M;2;High School;Manual;1;0
2419;1;24675;Southwest;US;North America;16363;IN;37869;18083;71;S;50001-75000;M;5;Partial College;Professional;1;2
567;1;25741;United Kingdom;GB;Europe;10371;IN;37869;25684;50;M;25001-50000;F;0;Bachelors ;Clerical;1;0
777;1;26224;France;FR;Europe;15986;IN;37869;26591;48;S;25001-50000;M;0;High School;Manual;0;1
77;0;11288;Southwest;US;North America;7340;IN;37870;22540;59;M;greater than 100000;F;1;Bachelors ;Management;1;3
34;0;11408;United Kingdom;GB;Europe;10237;IN;37870;19493;67;M;0-25000;M;2;High School;Manual;0;2
47;0;11463;Australia;AU;Pacific;12037;IN;37870;26370;48;M;greater than 100000;F;0;High School;Management;0;4
44;0;11521;Northwest;US;North America;8193;IN;37870;20432;65;M;25001-50000;F;1;Partial College;Clerical;1;1
49;0;12331;France;FR;Europe;7189;IN;37870;17731;72;S;50001-75000;F;5;Partial High School;Skilled Manual;1;4
35;0;12429;Southwest;US;North America;4406;IN;37870;20420;65;M;25001-50000;M;1;Partial College;Clerical;1;1
106;0;13388;Southwest;US;North America;11300;IN;37870;18427;70;S;50001-75000;M;2;Partial College;Professional;1;1
56;0;14043;Northwest;US;North America;9838;IN;37870;20879;63;S;50001-75000;F;2;High School;Professional;1;2
39;0;15496;Southwest;US;North America;12138;IN;37870;24723;53;S;25001-50000;F;5;High School;Skilled Manual;1;2
13;0;15869;Northwest;US;North America;10741;IN;37870;26289;49;S;50001-75000;F;1;Graduate Degree;Skilled Manual;1;0
37;0;16413;Germany;DE;Europe;10378;IN;37870;11450;89;M;0-25000;F;4;High School;Manual;0;2
44;0;16574;United Kingdom;GB;Europe;11037;IN;37870;24909;52;S;0-25000;M;1;Partial College;Manual;0;0
64;0;16863;Northwest;US;North America;11149;IN;37870;22504;59;M;75001-100000;F;5;Partial College;Professional;1;3
98;0;17130;Southwest;US;North America;9625;IN;37870;16749;75;S;50001-75000;F;4;Bachelors ;Management;1;2
39;0;17359;Northwest;US;North America;3278;IN;37870;27461;45;M;25001-50000;F;0;High School;Skilled Manual;1;2
24;0;17845;Germany;DE;Europe;9671;IN;37870;27261;46;S;0-25000;F;0;Partial High School;Manual;0;2
69;0;18577;Southwest;US;North America;7521;IN;37870;24280;54;M;50001-75000;F;0;Graduate Degree;Professional;1;0
112;0;19619;Australia;AU;Pacific;15335;IN;37870;22961;58;M;50001-75000;M;5;Partial College;Skilled Manual;1;2
21;0;20618;Australia;AU;Pacific;10130;IN;37870;26129;49;S;75001-100000;F;0;Bachelors ;Professional;1;4
9;0;20732;Northwest;US;North America;18807;IN;37870;27478;45;S;25001-50000;M;3;Partial College;Clerical;1;0
49;0;21472;Southwest;US;North America;14906;IN;37870;17490;73;M;50001-75000;M;2;Partial College;Professional;1;1
35;0;22841;Australia;AU;Pacific;19439;IN;37870;27991;44;S;50001-75000;M;0;Bachelors ;Professional;1;3
69;0;22982;Southwest;US;North America;12321;IN;37870;28037;44;M;25001-50000;F;0;High School;Skilled Manual;1;2
4;0;25804;United Kingdom;GB;Europe;19290;IN;37870;17996;71;M;greater than 100000;M;4;Partial College;Management;1;4
51;0;26069;Canada;CA;North America;3526;IN;37870;20717;64;M;50001-75000;F;4;Partial College;Professional;1;0
64;0;26469;Southwest;US;North America;13963;IN;37870;15286;79;S;25001-50000;F;3;Bachelors ;Management;0;2
69;0;29005;Canada;CA;North America;6309;IN;37870;18157;71;S;50001-75000;M;2;Partial College;Professional;1;2
27;0;29224;Southwest;US;North America;8842;IN;37870;20644;64;M;50001-75000;F;4;Partial College;Professional;1;0
4814;1;12122;Canada;CA;North America;20071;IN;37870;19346;68;M;50001-75000;F;4;Partial College;Professional;1;2
1155;1;22671;United Kingdom;GB;Europe;3795;IN;37870;23109;57;S;25001-50000;M;2;Partial College;Manual;1;0
751;1;24447;Southwest;US;North America;14966;IN;37870;18059;71;M;25001-50000;M;4;High School;Professional;1;2
663;1;25726;United Kingdom;GB;Europe;9317;IN;37870;22590;59;S;25001-50000;M;4;Graduate Degree;Clerical;1;0
2419;1;28927;Australia;AU;Pacific;8022;IN;37870;27838;44;S;75001-100000;M;0;Bachelors ;Professional;1;2
100;0;11718;Northwest;US;North America;12460;IN;37871;22599;59;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
134;0;11781;Southwest;US;North America;14463;IN;37871;26002;49;M;50001-75000;M;1;Graduate Degree;Skilled Manual;1;0
92;0;12065;Northwest;US;North America;15786;IN;37871;16256;76;M;50001-75000;M;4;Bachelors ;Management;1;2
133;0;12073;Southwest;US;North America;17404;IN;37871;16307;76;M;50001-75000;M;4;Bachelors ;Management;1;2
85;0;12908;Northwest;US;North America;18632;IN;37871;26004;49;M;50001-75000;M;1;Graduate Degree;Professional;1;0
71;0;12977;Southwest;US;North America;11479;IN;37871;24526;53;S;50001-75000;F;0;Graduate Degree;Professional;0;1
281;0;13144;Canada;CA;North America;19997;IN;37871;27999;44;S;25001-50000;F;0;High School;Skilled Manual;0;2
35;0;13831;France;FR;Europe;6662;IN;37871;27718;45;S;0-25000;M;0;High School;Manual;1;1
138;0;14311;Australia;AU;Pacific;19270;IN;37871;24211;54;S;greater than 100000;M;0;Graduate Degree;Management;0;3
64;0;14623;Southwest;US;North America;6739;IN;37871;22925;58;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
63;0;14718;Germany;DE;Europe;2605;IN;37871;26221;49;S;25001-50000;M;2;Partial College;Clerical;1;1
146;0;17482;Canada;CA;North America;3605;IN;37871;28247;43;S;25001-50000;F;0;Partial High School;Clerical;1;2
64;0;18030;United Kingdom;GB;Europe;19242;IN;37871;27799;44;S;0-25000;M;0;High School;Manual;0;1
119;0;18591;Southwest;US;North America;5058;IN;37871;23874;55;M;75001-100000;M;3;Bachelors ;Skilled Manual;1;1
64;0;19106;Australia;AU;Pacific;8056;IN;37871;25967;49;M;greater than 100000;M;4;Partial High School;Management;0;4
119;0;19383;Germany;DE;Europe;13322;IN;37871;26726;47;S;0-25000;M;0;Partial High School;Manual;0;2
78;0;19758;Southwest;US;North America;17191;IN;37871;28119;44;S;50001-75000;M;0;Partial College;Skilled Manual;0;2
39;0;19952;Australia;AU;Pacific;7094;IN;37871;27481;45;S;75001-100000;F;0;Bachelors ;Professional;1;2
64;0;20528;Canada;CA;North America;16734;IN;37871;18541;70;M;25001-50000;M;2;Partial High School;Skilled Manual;1;2
14;0;20636;Southwest;US;North America;19354;IN;37871;23501;56;M;greater than 100000;F;3;Bachelors ;Management;1;3
42;0;20963;United Kingdom;GB;Europe;15213;IN;37871;22537;59;M;0-25000;F;1;Graduate Degree;Clerical;1;0
14;0;21432;Northwest;US;North America;8660;IN;37871;24073;55;M;75001-100000;F;3;Bachelors ;Management;1;4
48;0;21680;Germany;DE;Europe;15599;IN;37871;26080;49;S;25001-50000;M;0;High School;Manual;0;1
69;0;22156;Australia;AU;Pacific;2466;IN;37871;17596;72;M;25001-50000;F;3;Partial College;Clerical;0;2
37;0;22242;Northwest;US;North America;17554;IN;37871;25929;50;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
60;0;22431;France;FR;Europe;10117;IN;37871;25727;50;S;0-25000;F;1;High School;Manual;0;1
83;0;22697;France;FR;Europe;2874;IN;37871;28281;43;S;0-25000;M;0;High School;Manual;0;1
29;0;23360;Southwest;US;North America;4613;IN;37871;24290;54;S;greater than 100000;M;1;Graduate Degree;Management;0;4
44;0;23714;Northwest;US;North America;18911;IN;37871;17275;73;M;50001-75000;M;2;Bachelors ;Management;1;1
34;0;23888;Southwest;US;North America;4258;IN;37871;23964;55;M;25001-50000;M;3;Bachelors ;Skilled Manual;1;1
32;0;24452;Northwest;US;North America;19141;IN;37871;17942;71;M;25001-50000;F;4;High School;Professional;1;2
53;0;25632;United Kingdom;GB;Europe;14401;IN;37871;11979;88;S;0-25000;M;2;Partial College;Manual;0;1
4;0;27207;Northwest;US;North America;3540;IN;37871;20387;65;S;0-25000;F;3;Partial High School;Clerical;1;2
132;0;27368;Australia;AU;Pacific;18871;IN;37871;25812;50;M;75001-100000;F;0;Partial High School;Professional;0;4
28;0;27389;Southwest;US;North America;13915;IN;37871;14900;80;S;50001-75000;M;3;Bachelors ;Management;0;2
38;0;27482;Australia;AU;Pacific;19016;IN;37871;17920;71;M;0-25000;M;2;Partial High School;Clerical;1;2
130;0;28241;Northwest;US;North America;4885;IN;37871;23531;56;M;75001-100000;M;5;Partial College;Professional;1;0
78;0;28302;Canada;CA;North America;6787;IN;37871;17949;71;M;25001-50000;F;4;High School;Professional;1;2
69;0;28898;United Kingdom;GB;Europe;8129;IN;37871;19901;66;S;greater than 100000;F;3;Partial College;Professional;0;4
4823;1;12986;Canada;CA;North America;11365;IN;37871;21435;62;M;75001-100000;F;5;Graduate Degree;Professional;1;0
2453;1;24681;Southwest;US;North America;8823;IN;37871;18389;70;S;75001-100000;F;3;Bachelors ;Management;0;1
126;0;11148;Australia;AU;Pacific;11820;IN;37872;15204;79;M;25001-50000;M;2;Bachelors ;Management;1;2
137;0;11681;Northwest;US;North America;12038;IN;37872;25422;51;M;50001-75000;F;5;Graduate Degree;Professional;1;2
384;0;11740;Canada;CA;North America;10889;IN;37872;21664;61;M;50001-75000;F;5;Graduate Degree;Professional;0;3
72;0;11789;Southwest;US;North America;9683;IN;37872;25619;50;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
109;0;11891;Southwest;US;North America;2460;IN;37872;21445;62;M;50001-75000;F;5;Graduate Degree;Professional;1;2
42;0;11938;Southwest;US;North America;13987;IN;37872;28389;43;M;50001-75000;M;0;Partial College;Skilled Manual;1;2
110;0;12564;United Kingdom;GB;Europe;10846;IN;37872;15044;79;M;25001-50000;M;1;Bachelors ;Clerical;1;0
76;0;13053;Northwest;US;North America;17955;IN;37872;27530;45;S;25001-50000;M;0;Partial College;Skilled Manual;0;2
56;0;13942;Southwest;US;North America;13965;IN;37872;22014;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
82;0;14221;Australia;AU;Pacific;5693;IN;37872;26394;48;S;75001-100000;M;0;Bachelors ;Professional;0;3
195;0;14282;Canada;CA;North America;11739;IN;37872;27111;46;S;25001-50000;F;0;High School;Professional;1;2
4;0;14629;Northwest;US;North America;4185;IN;37872;22486;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
156;0;14694;United Kingdom;GB;Europe;9792;IN;37872;26751;47;S;25001-50000;F;0;High School;Manual;1;1
119;0;15356;Germany;DE;Europe;12224;IN;37872;20198;65;M;greater than 100000;F;3;Partial High School;Professional;1;4
89;0;15487;Southwest;US;North America;14543;IN;37872;25455;51;S;50001-75000;M;1;Graduate Degree;Professional;1;0
76;0;16050;United Kingdom;GB;Europe;7750;IN;37872;20890;63;M;0-25000;M;1;Partial College;Manual;1;0
132;0;16711;Australia;AU;Pacific;18299;IN;37872;21948;60;M;50001-75000;M;5;Partial College;Skilled Manual;1;3
81;0;16739;Australia;AU;Pacific;19322;IN;37872;14423;81;M;25001-50000;M;2;Bachelors ;Management;1;2
135;0;16959;Canada;CA;North America;13262;IN;37872;25972;49;M;50001-75000;M;1;Graduate Degree;Professional;1;0
173;0;17237;Australia;AU;Pacific;8556;IN;37872;27315;46;S;75001-100000;F;0;Bachelors ;Professional;0;3
100;0;17297;Australia;AU;Pacific;4199;IN;37872;24955;52;S;50001-75000;M;0;Bachelors ;Professional;0;1
123;0;17337;Canada;CA;North America;4609;IN;37872;27625;45;S;25001-50000;M;0;High School;Skilled Manual;1;1
124;0;17379;Northwest;US;North America;2766;IN;37872;28661;42;S;25001-50000;F;0;Partial College;Skilled Manual;0;1
39;0;17419;Southwest;US;North America;19193;IN;37872;23165;57;M;greater than 100000;F;4;Bachelors ;Management;1;4
60;0;19575;Australia;AU;Pacific;3853;IN;37872;24346;54;S;75001-100000;M;5;Bachelors ;Professional;1;3
37;0;20929;United Kingdom;GB;Europe;5664;IN;37872;29018;41;S;25001-50000;M;3;Partial College;Clerical;1;2
37;0;22060;Northwest;US;North America;16641;IN;37872;28800;42;M;25001-50000;M;0;Partial College;Skilled Manual;1;1
4;0;22494;Germany;DE;Europe;12438;IN;37872;23413;56;S;0-25000;M;3;High School;Manual;0;0
32;0;22894;Southwest;US;North America;8300;IN;37872;21672;61;M;50001-75000;F;5;Graduate Degree;Professional;1;3
6;0;24181;Germany;DE;Europe;13211;IN;37872;15995;77;M;0-25000;M;2;Partial College;Manual;0;0
4;0;26026;Australia;AU;Pacific;7312;IN;37872;24606;53;S;50001-75000;F;5;Bachelors ;Professional;1;3
132;0;26400;United Kingdom;GB;Europe;8384;IN;37872;19437;67;M;75001-100000;F;4;Partial College;Professional;1;2
41;0;27016;Northwest;US;North America;3693;IN;37872;24217;54;S;75001-100000;F;0;Graduate Degree;Skilled Manual;0;0
60;0;27173;Germany;DE;Europe;5015;IN;37872;26292;49;M;0-25000;F;0;Partial High School;Manual;0;2
123;0;27772;France;FR;Europe;8364;IN;37872;24189;54;S;0-25000;M;5;Partial High School;Manual;0;1
91;0;28304;Australia;AU;Pacific;12299;IN;37872;23423;56;M;50001-75000;F;4;Bachelors ;Professional;1;3
53;0;28331;Southwest;US;North America;12348;IN;37872;27977;44;M;25001-50000;F;0;High School;Skilled Manual;0;2
4811;1;12177;Canada;CA;North America;16158;IN;37872;20175;65;S;50001-75000;M;4;High School;Professional;1;0
3162;1;16678;Canada;CA;North America;14576;IN;37872;21108;63;M;50001-75000;M;2;Partial High School;Skilled Manual;1;2
1763;1;16894;Northwest;US;North America;12073;IN;37872;19402;67;S;50001-75000;F;3;Graduate Degree;Management;1;2
574;1;22372;Southwest;US;North America;8125;IN;37872;26536;48;S;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
2384;1;24674;Southwest;US;North America;6993;IN;37872;18137;71;M;50001-75000;M;5;Partial College;Professional;1;2
2384;1;24780;Northwest;US;North America;10878;IN;37872;26135;49;M;50001-75000;F;1;Graduate Degree;Skilled Manual;1;0
2419;1;25674;Germany;DE;Europe;7759;IN;37872;27967;44;S;25001-50000;M;0;Partial College;Clerical;0;1
638;1;25732;United Kingdom;GB;Europe;14002;IN;37872;22169;60;M;0-25000;F;1;Partial College;Manual;0;0
751;1;28108;Australia;AU;Pacific;13231;IN;37872;18403;70;S;0-25000;M;2;Partial High School;Clerical;1;2
1249;1;29431;United Kingdom;GB;Europe;10112;IN;37872;27654;45;M;25001-50000;F;1;Bachelors ;Skilled Manual;0;0
748;0;11506;Canada;CA;North America;18984;IN;37873;24244;54;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
128;0;11686;Southwest;US;North America;15699;IN;37873;23845;55;S;25001-50000;M;0;Bachelors ;Professional;0;1
88;0;11706;Southwest;US;North America;4205;IN;37873;23056;57;M;50001-75000;M;4;Bachelors ;Professional;1;2
8;0;12481;Germany;DE;Europe;19228;IN;37873;23627;56;S;0-25000;M;5;Partial High School;Manual;1;1
40;0;12595;United Kingdom;GB;Europe;14539;IN;37873;22451;59;S;25001-50000;M;3;Graduate Degree;Clerical;1;0
14;0;12798;France;FR;Europe;2742;IN;37873;24851;52;M;0-25000;M;1;Partial College;Manual;1;1
21;0;13213;Northwest;US;North America;10516;IN;37873;16863;74;M;50001-75000;F;4;Bachelors ;Management;1;2
70;0;13776;United Kingdom;GB;Europe;4124;IN;37873;9541;94;M;25001-50000;M;1;Bachelors ;Clerical;1;1
180;0;13983;Australia;AU;Pacific;15738;IN;37873;16228;76;M;0-25000;M;4;High School;Skilled Manual;1;2
21;0;14271;Northwest;US;North America;4816;IN;37873;27091;46;M;25001-50000;M;0;High School;Skilled Manual;1;2
67;0;14463;Southwest;US;North America;20407;IN;37873;22929;58;M;greater than 100000;F;1;Partial College;Professional;1;4
123;0;14535;United Kingdom;GB;Europe;2576;IN;37873;22417;59;S;0-25000;M;1;Graduate Degree;Clerical;1;0
99;0;14842;Germany;DE;Europe;7188;IN;37873;27616;45;S;0-25000;F;0;High School;Manual;0;1
107;0;14938;United Kingdom;GB;Europe;5984;IN;37873;24274;54;S;0-25000;F;1;High School;Manual;0;1
63;0;15728;Australia;AU;Pacific;20500;IN;37873;26879;47;M;greater than 100000;M;0;Partial College;Management;0;3
7;0;16001;Southwest;US;North America;17010;IN;37873;13813;83;M;75001-100000;M;4;Graduate Degree;Management;1;2
87;0;16358;Canada;CA;North America;6033;IN;37873;27037;46;M;25001-50000;M;0;High School;Skilled Manual;1;2
4;0;17683;Southwest;US;North America;9297;IN;37873;21202;62;S;75001-100000;F;4;Graduate Degree;Skilled Manual;1;0
39;0;18170;Germany;DE;Europe;15903;IN;37873;18845;69;M;75001-100000;M;4;High School;Professional;1;3
4;0;18424;Southwest;US;North America;17751;IN;37873;19917;66;S;50001-75000;M;2;High School;Professional;1;2
123;0;18584;Northwest;US;North America;9286;IN;37873;25223;51;M;50001-75000;F;5;Graduate Degree;Professional;0;2
39;0;18640;Northwest;US;North America;14598;IN;37873;27201;46;M;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
69;0;18671;Southwest;US;North America;8001;IN;37873;21471;62;M;75001-100000;F;5;Graduate Degree;Skilled Manual;1;0
74;0;18898;Australia;AU;Pacific;19536;IN;37873;18336;70;S;0-25000;F;2;Partial High School;Clerical;1;2
78;0;18966;Southwest;US;North America;4514;IN;37873;15632;78;M;25001-50000;F;4;Bachelors ;Management;1;2
4;0;19214;Southwest;US;North America;6823;IN;37873;20501;64;S;25001-50000;F;2;High School;Skilled Manual;1;2
29;0;19460;France;FR;Europe;10945;IN;37873;24271;54;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;2
119;0;20344;Southwest;US;North America;7791;IN;37873;22569;59;M;greater than 100000;F;1;Bachelors ;Management;1;3
32;0;21255;Australia;AU;Pacific;4913;IN;37873;14490;81;M;50001-75000;F;2;Graduate Degree;Management;1;1
36;0;21453;Canada;CA;North America;9095;IN;37873;16123;76;M;50001-75000;M;4;Bachelors ;Management;1;2
74;0;21993;Australia;AU;Pacific;19088;IN;37873;23640;56;M;50001-75000;M;0;Bachelors ;Professional;0;1
32;0;23472;Southwest;US;North America;11557;IN;37873;20774;64;M;50001-75000;F;3;Partial College;Professional;1;1
23;0;24276;Australia;AU;Pacific;9870;IN;37873;19184;68;S;0-25000;F;2;Partial High School;Clerical;1;3
6;0;24544;Germany;DE;Europe;15989;IN;37873;20288;65;S;greater than 100000;F;3;Partial College;Professional;0;4
182;0;27525;Northwest;US;North America;8047;IN;37873;27194;46;M;50001-75000;F;0;Partial College;Professional;0;2
68;0;28374;Germany;DE;Europe;11194;IN;37873;24153;54;M;0-25000;M;4;Partial High School;Manual;1;2
54;0;29333;Australia;AU;Pacific;18062;IN;37873;13768;83;S;25001-50000;F;2;Bachelors ;Management;0;2
564;1;15881;Canada;CA;North America;11480;IN;37873;16669;75;M;50001-75000;F;4;Bachelors ;Management;1;2
699;1;15900;Canada;CA;North America;3817;IN;37873;18350;70;S;25001-50000;M;2;Partial High School;Skilled Manual;1;2
579;1;19023;Southwest;US;North America;7702;IN;37873;19259;68;M;50001-75000;F;2;Partial High School;Skilled Manual;1;3
1155;1;19538;Northwest;US;North America;17442;IN;37873;22015;60;M;50001-75000;M;1;Partial College;Skilled Manual;0;1
2407;1;24084;France;FR;Europe;14477;IN;37873;23703;56;M;0-25000;M;3;High School;Manual;1;0
2443;1;24343;Southwest;US;North America;18456;IN;37873;21983;60;M;25001-50000;M;4;High School;Skilled Manual;0;2
574;1;25728;United Kingdom;GB;Europe;19240;IN;37873;22348;59;M;25001-50000;M;3;Graduate Degree;Clerical;0;0
81;0;11049;Southwest;US;North America;8749;IN;37874;29420;40;S;25001-50000;F;0;Partial High School;Clerical;1;2
206;0;12161;Northwest;US;North America;9087;IN;37874;23078;57;M;75001-100000;F;5;Partial College;Professional;1;1
139;0;14217;Australia;AU;Pacific;8090;IN;37874;27144;46;S;75001-100000;M;0;Bachelors ;Professional;0;3
156;0;14540;United Kingdom;GB;Europe;18153;IN;37874;21293;62;M;0-25000;M;1;Bachelors ;Manual;1;0
118;0;16331;Canada;CA;North America;8475;IN;37874;28196;43;S;25001-50000;F;0;Partial High School;Clerical;0;2
97;0;16619;Australia;AU;Pacific;18924;IN;37874;27154;46;M;greater than 100000;F;5;Partial High School;Professional;0;4
46;0;17189;Germany;DE;Europe;7444;IN;37874;20409;65;M;greater than 100000;M;3;Partial College;Professional;1;4
83;0;17723;United Kingdom;GB;Europe;15888;IN;37874;15623;78;M;25001-50000;M;1;Bachelors ;Clerical;1;0
4;0;19463;France;FR;Europe;19607;IN;37874;24066;55;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;2
42;0;21678;United Kingdom;GB;Europe;4903;IN;37874;26126;49;S;0-25000;M;0;Partial High School;Manual;0;2
32;0;21819;France;FR;Europe;20258;IN;37874;21126;63;M;greater than 100000;F;2;Partial College;Professional;1;3
39;0;24085;United Kingdom;GB;Europe;5936;IN;37874;23731;56;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;2
27;0;24863;France;FR;Europe;18110;IN;37874;19401;67;S;75001-100000;M;3;Bachelors ;Management;0;4
27;0;24866;France;FR;Europe;12560;IN;37874;18670;69;M;75001-100000;M;4;High School;Professional;1;3
66;0;25692;United Kingdom;GB;Europe;2706;IN;37874;12952;85;M;25001-50000;M;1;Graduate Degree;Clerical;1;0
96;0;27202;Northwest;US;North America;17456;IN;37874;24228;54;S;75001-100000;M;0;Graduate Degree;Skilled Manual;0;0
42;0;27704;Australia;AU;Pacific;15642;IN;37874;12385;87;S;25001-50000;M;2;Bachelors ;Professional;1;1
574;1;16354;Northwest;US;North America;8678;IN;37874;27432;45;S;25001-50000;F;0;High School;Skilled Manual;0;2
1174;1;18570;Canada;CA;North America;14400;IN;37874;24219;54;S;50001-75000;M;0;Graduate Degree;Professional;1;0
1179;1;19545;Southwest;US;North America;14084;IN;37874;21480;62;S;50001-75000;M;1;Bachelors ;Professional;1;1
588;1;22745;Southwest;US;North America;7618;IN;37874;16484;75;M;25001-50000;F;5;High School;Professional;1;3
1223;1;25532;France;FR;Europe;4226;IN;37874;22738;58;S;25001-50000;M;5;Graduate Degree;Clerical;1;0
565;1;27965;United Kingdom;GB;Europe;10625;IN;37874;18031;71;S;greater than 100000;F;4;High School;Management;0;4
562;1;28115;Australia;AU;Pacific;9784;IN;37874;19425;67;M;25001-50000;F;2;Partial College;Skilled Manual;1;2
119;0;12262;United Kingdom;GB;Europe;20649;IN;37875;22058;60;M;0-25000;F;1;Partial College;Manual;1;0
106;0;13416;Southwest;US;North America;4585;IN;37875;12378;87;S;greater than 100000;M;1;Graduate Degree;Management;0;2
29;0;14935;Germany;DE;Europe;12825;IN;37875;24634;53;S;25001-50000;M;1;Bachelors ;Clerical;0;0
